UNITID,UGPO9_N,UGPO9_T,UGPO9_A,GPO9_N,GPO9_T,GPO9_A,PO9_N,PO9_T,PO9_A,UGDOD_N,UGDOD_T,UGDOD_A,GDOD_N,GDOD_T,GDOD_A,DOD_N,DOD_T,DOD_A   
482149,312.0,1960178.0,6283.0,79.0,931841.0,11795.0,391,2892019,7396.0,47.0,118180.0,2514.0,17.0,32729.0,1925.0,64,150909,2358.0
482158,235.0,1017403.0,4329.0,6.0,17376.0,2896.0,241,1034779,4294.0,62.0,71136.0,1147.0,40.0,87512.0,2188.0,102,158648,1555.0
482477,251.0,661970.0,2637.0,58.0,132488.0,2284.0,309,794458,2571.0,20.0,15250.0,763.0,2.0,1500.0,750.0,22,16750,761.0
482680,303.0,2637009.0,8703.0,19.0,159600.0,8400.0,322,2796609,8685.0,15.0,67500.0,4500.0,6.0,27000.0,4500.0,21,94500,4500.0
482705,67.0,1114062.0,16628.0,123.0,1397436.0,11361.0,190,2511498,13218.0,5.0,12250.0,2450.0,23.0,63500.0,2761.0,28,75750,2705.0
483036,292.0,1624068.0,5562.0,95.0,462372.0,4867.0,387,2086440,5391.0,57.0,142266.0,2496.0,14.0,26282.0,1877.0,71,168548,2374.0
483124,2758.0,25353308.0,9193.0,700.0,6423290.0,9176.0,3458,31776598,9189.0,1828.0,3916121.0,2142.0,123.0,273248.0,2222.0,1951,4189369,2147.0
484613,6352.0,41667442.0,6560.0,1127.0,8882797.0,7882.0,7479,50550239,6759.0,1589.0,3804847.0,2394.0,140.0,263706.0,1884.0,1729,4068553,2353.0
484631,561.0,4339352.0,7735.0,133.0,1049311.0,7890.0,694,5388663,7765.0,6.0,9150.0,1525.0,1.0,2250.0,2250.0,7,11400,1629.0
486840,774.0,3717186.0,4803.0,96.0,656011.0,6833.0,870,4373197,5027.0,129.0,230295.0,1785.0,34.0,98883.0,2908.0,163,329178,2019.0
487524,35.0,564660.0,16133.0,14.0,165147.0,11796.0,49,729807,14894.0,6.0,22000.0,3667.0,2.0,9000.0,4500.0,8,31000,3875.0
488031,3.0,14907.0,4969.0,2.0,8818.0,4409.0,5,23725,4745.0,2.0,1500.0,750.0,3.0,6750.0,2250.0,5,8250,1650.0
488679,215.0,685634.0,3189.0,81.0,407955.0,5036.0,296,1093589,3695.0,85.0,245583.0,2889.0,19.0,60974.0,3209.0,104,306557,2948.0
489779,3347.0,15527359.0,4639.0,813.0,4558867.0,5607.0,4160,20086226,4828.0,9576.0,24312517.0,2539.0,509.0,1263210.0,2482.0,10085,25575727,2536.0
489937,9.0,76414.0,8490.0,8.0,32093.0,4012.0,17,108507,6383.0,1.0,2200.0,2200.0,3.0,10050.0,3350.0,4,12250,3063.0
498562,135.0,1125134.0,8334.0,14.0,154779.0,11056.0,149,1279913,8590.0,19.0,57566.0,3030.0,5.0,10250.0,2050.0,24,67816,2826.0
498571,89.0,609826.0,6852.0,22.0,150665.0,6848.0,111,760491,6851.0,106.0,310835.0,2932.0,42.0,91750.0,2185.0,148,402585,2720.0
