UNITID,F2A01,F2A19,F2A02,F2A03,F2A03A,F2A04,F2A05,F2A05A,F2A05B,F2A06,F2A11,F2A12,F2A13,F2A15,F2A17,F2A18,F2B01,F2B02,F2B04,F2B05,F2B07,F2C01,F2C02,F2C03,F2C05,F2C06,F2C07,F2C08,F2C10,F2C13,F2C131,F2C16,F2C161,F2C17,F2C171,F2D01,F2D012,F2D05,F2D052,F2D08,F2D082,F2D083,F2D084,F2D08A,F2D082A,F2D083A,F2D084A,F2D10,F2D102,F2D103,F2D12,F2D122,F2D15,F2D152,F2D16,F2D162,F2D163,F2D164,F2D172,F2D173,F2D18,F2D182,F2D183,F2D184,F2E011,F2E012,F2E041,F2E042,F2E051,F2E052,F2E061,F2E062,F2E071,F2E072,F2E131,F2E132,F2E133,F2E134,F2E135,F2E136,F2E137,F2FHA,F2H01,F2H02,F2H03,F2H03A,F2H03B,F2H03C,F2I01,F2I02,F2I03,F2I04,F2I05,F2I06,F2I07   
177834,261709933.0,111575363.0,449186389.0,132962804.0,80542311.0,227992950.0,88230635.0,56884054.0,31346581.0,316223585.0,21096541.0,130058386.0,56484071.0,242488.0,207881486.0,96306123.0,163994640.0,170698137.0,-6703497.0,322927082.0,316223585.0,0.0,1528966.0,0.0,570413.0,2319729.0,4419108.0,361888.0,361888.0,0.0,0.0,0.0,0.0,361888.0,361888.0,164779927,164779927,3453539,3453539,9499106,5567496,599604,3332006,9213901,5282291,599604,3332006,-27529677,-16276823,-10256797,279417.0,279417.0,4454126,4282903,163994640,171144661,-9539592,2389571,2463432,-2463432,163994640,173608093,-12003024,2389571,78352540,40992894,47391751,24226258,6622277,3790646,30669495,10067538,699855.0,256163.0,170698137,82070099,20366647,11426901,2977168,3140053,50717269,1,130082090.0,115023573.0,-15058517.0,3470868.0,-15794245.0,-2735140.0,2909947.0,173608094.0,-6703497.0,322927082.0,145676345.0,80542311.0,170698137.0
177968,194095585.0,204129238.0,425344699.0,14898189.0,0.0,386229917.0,24216593.0,14902192.0,9314401.0,410446510.0,43223142.0,282626971.0,40629120.0,5209978.0,371689211.0,167559973.0,94685253.0,131329594.0,-36851852.0,447298362.0,410446510.0,6499834.0,9663085.0,1412235.0,530593.0,36020327.0,54126074.0,37005189.0,37005189.0,9663085.0,9663085.0,530593.0,530593.0,18899442.0,18899442.0,78652386,78652386,26567448,26567448,5599679,1827342,2680828,1091509,5599679,1827342,2680828,1091509,-21559652,-21676899,568055,4419521.0,4419521.0,1005871,506562,94685253,90296360,3748191,640702,1030176,-1030176,94685253,91326536,2718015,640702,42261830,27900185,5173721,2090652,32579996,14344599,19778964,5617550,22170502.0,2939875.0,131329594,52892861,10945203,6579473,11908717,0,49003340,1,203849384.0,184148418.0,-19700966.0,1093029.0,-19166106.0,-7179646.0,-40210566.0,91326536.0,-36851852.0,447298362.0,185933169.0,0.0,131329594.0
177986,56617795.0,38235016.0,102438178.0,5344785.0,0.0,94980655.0,2112738.0,1743347.0,369391.0,97093393.0,1997652.0,58023892.0,17895964.0,5716215.0,83965499.0,45730483.0,34939342.0,42864017.0,-7924675.0,105018068.0,97093393.0,708299.0,26000.0,95882.0,108669.0,793237.0,1732087.0,901906.0,901906.0,0.0,0.0,108669.0,108669.0,793237.0,793237.0,38529296,38529296,0,0,1449027,414329,979315,55383,1230859,196161,979315,55383,-6478324,-6292049,-186275,0.0,0.0,0,0,34939342,34090919,793040,55383,1421682,-1421682,34939342,35512601,-628642,55383,9141595,7359862,6352743,4552080,4956906,3273578,10916736,4243057,0.0,0.0,42864017,20216851,5070959,2813868,2999895,26612,11735832,1,34758579.0,29747996.0,-5010583.0,55383.0,-5028055.0,-37911.0,-7351416.0,42689566.0,-7924675.0,105018068.0,94980655.0,0.0,42864017.0
178059,66639817.0,143352330.0,285151506.0,115651510.0,74261716.0,135551657.0,33948339.0,20008008.0,13940331.0,169499996.0,29773649.0,160438694.0,72157985.0,9080574.0,271450902.0,128098572.0,110398254.0,118310001.0,-7911747.0,177411743.0,169499996.0,10229575.0,768789.0,1461982.0,1025874.0,39756086.0,53242306.0,40636298.0,41999941.0,1217981.0,1217981.0,1032708.0,1025874.0,39749252.0,38392443.0,92457813,92457813,4227142,4227142,5266586,947028,3448526,871032,0,0,0,0,-3016740,-1845058,-1171682,11463453.0,11463453.0,0,0,110398254,107250378,2276844,871032,3112693,-3112693,110398254,110363071,-835849,871032,50982588,33900302,11777764,4420655,17600469,7259056,27336851,8682229,10612329.0,355743.0,118310001,54617985,12611856,5248003,10493362,2605421,32733374,1,71575922.0,68302541.0,-3273381.0,903670.0,-3331862.0,-845189.0,-7946930.0,110363071.0,-7911747.0,177411743.0,64359304.0,75632140.0,118310001.0
178208,26749841.0,45237205.0,83003034.0,4362817.0,112185.0,65307875.0,13332342.0,7393693.0,5938649.0,78640217.0,1127689.0,53861046.0,8131254.0,4456854.0,67576843.0,22339638.0,32858720.0,23736829.0,9121891.0,69518326.0,78640217.0,1392981.0,0.0,0.0,436521.0,576550.0,2406052.0,1013071.0,1013071.0,0.0,0.0,0.0,0.0,1013071.0,1013071.0,17329857,17329857,1972759,1972759,4371394,365130,1889307,2116957,4371394,365130,1889307,2116957,-1563989,-974207,-572881,2353599.0,2353599.0,268879,261374,32858720,29294733,1463931,2100056,-676990,-1347470,32858720,28617743,116461,4124516,5585543,3309060,4659619,2468456,3418198,994726,6538798,3513682,2913613.0,289617.0,23736829,10895202,3487448,1046954,2128948,4029,6174248,1,18901506.0,26749841.0,7848335.0,2046279.0,-1623233.0,-628572.0,4880914.0,28617743.0,9121891.0,69518326.0,26265504.0,112185.0,23736829.0
178244,7278878.0,58520836.0,91766594.0,33452907.0,31652768.0,49262051.0,9051636.0,4702162.0,4349474.0,58313687.0,4924053.0,77622340.0,9614725.0,181237.0,92342355.0,33821519.0,35737293.0,34929046.0,808247.0,57505440.0,58313687.0,2883954.0,320978.0,0.0,134131.0,17814214.0,21153277.0,17829235.0,17948345.0,320978.0,320978.0,134131.0,134131.0,14609282.0,14490172.0,27690079,27690079,3324323,3324323,1510719,826978,547730,136011,1510719,826978,547730,136011,-2986856,-1961963,-962263,4222613.0,4222613.0,1976415,1976415,35737293,36078445,-414533,73381,194311,-194311,35737293,36272756,-608844,73381,13184734,7849438,2868154,1434913,8636536,3813141,7937852,6230419,2301770.0,180545.0,34929046,19508456,4464441,2120784,3097236,809321,4928808,1,4628781.0,4702162.0,73381.0,136011.0,-62630.0,0.0,1343710.0,36078445.0,808247.0,57505440.0,28543597.0,31652768.0,34929046.0
178369,11407993.0,29249574.0,49877536.0,18684952.0,14308858.0,22830539.0,8362045.0,4288387.0,4073658.0,31192584.0,1505527.0,47352610.0,5673047.0,1312014.0,55843198.0,26593624.0,22339038.0,23308987.0,-969949.0,32162533.0,31192584.0,2606687.0,2340749.0,374302.0,141883.0,18037578.0,23501199.0,17235575.0,23501199.0,2340749.0,1716685.0,18179461.0,13332658.0,0.0,0.0,12292918,12292918,4693216,4693216,1889480,576191,1187134,126155,760980,576191,58634,126155,-1854289,742924,-2597213,4468828.0,4468828.0,0,0,22339038,23602962,-1390079,126155,17350,-17350,22339038,23620312,-1407429,126155,6656392,5300631,1285374,371330,7724316,3579932,2639041,1555053,5003864.0,592075.0,23308987,11399021,908267,1593992,1671448,594857,7141402,1,13468060.0,11181713.0,-2286347.0,211069.0,-1754492.0,-742924.0,-1364635.0,23753459.0,-969949.0,32162533.0,26904197.0,14308858.0,23308987.0
178518,12299941.0,3150504.0,17043277.0,345112.0,0.0,3533602.0,13164563.0,9609964.0,3554599.0,16698165.0,332332.0,5685482.0,2899277.0,0.0,8917091.0,5766587.0,2166553.0,3918335.0,-1751782.0,18449947.0,16698165.0,0.0,170609.0,0.0,291013.0,224914.0,686536.0,515927.0,515927.0,0.0,0.0,0.0,0.0,515927.0,515927.0,1260472,1260472,170609,0,1673463,1262320,411143,0,1673463,1262320,411143,0,-1473616,-1473616,0,4909.0,4909.0,468050,2726159,2166553,3842910,-1676357,0,0,0,2166553,3842910,-1676357,0,1334721,934168,533049,253162,142115,76039,1525249,632562,230120.0,40953.0,3918335,1994987,484008,146582,208685,2500,1081573,1,14001434.0,12096359.0,-1905075.0,172362.0,-1472276.0,-605161.0,-75425.0,3533602.0,-1751782.0,18449947.0,-75425.0,0.0,3918335.0
178679,10007721.0,11319448.0,24160721.0,867822.0,0.0,15623937.0,7668962.0,4991926.0,2677036.0,23292899.0,2637664.0,17748271.0,5790278.0,1124451.0,27300664.0,15981216.0,10890571.0,12452644.0,-1562073.0,24854972.0,23292899.0,1025240.0,807978.0,0.0,255805.0,1701129.0,3790152.0,1956934.0,1956934.0,27875.0,27875.0,0.0,0.0,903819.0,903819.0,4962260,4962260,755084,755084,3679739,2381829,1193944,103966,3679739,2381829,1193944,103966,-1549845,-1834242,129451,2881199.0,2881199.0,147617,147617,10890571,9308264,1323395,258912,2632729,-2632729,10890571,11940993,-1309334,258912,3319962,2022776,566004,307565,2220094,1535177,2956815,1411041,2795997.0,471224.0,12452644,5808805,2209342,1156806,573464,0,2704227,1,4733015.0,4991927.0,258912.0,103966.0,154945.0,0.0,-511651.0,11940993.0,-1562073.0,24854972.0,7517631.0,0.0,12452644.0
178697,672699372.0,104888989.0,787489229.0,28676667.0,0.0,478651903.0,280160659.0,280160659.0,0.0,758812562.0,7384910.0,140603536.0,59016208.0,10393418.0,217398072.0,112509083.0,-5478544.0,56073565.0,-61552109.0,820364671.0,758812562.0,3104397.0,177825.0,895580.0,5225984.0,21728214.0,31132000.0,21728214.0,26954198.0,0.0,0.0,26954198.0,21728214.0,0.0,0.0,7258763,7258763,6188131,6188131,15321184,12766286,0,2554898,15321184,12766286,0,2554898,-47876041,-23492750,0,10746561.0,10746561.0,0,0,-5478544,16349849,0,-21828393,0,0,-5478544,16349849,0,-21828393,15074484,10334607,480477,312714,2993478,1612991,9304507,3506106,5179360.0,979826.0,56073565,17991050,5994820,7274259,6759306,0,18054130,1,665133488.0,586442373.0,-78691115.0,1777571.0,-54668317.0,-18184000.0,-41225700.0,-5478544.0,-61552109.0,820364671.0,478651903.0,0.0,56073565.0
178721,74965368.0,69965168.0,196638780.0,44632580.0,23533606.0,102903792.0,49102408.0,38933305.0,10169103.0,152006200.0,539717.0,105404550.0,43419725.0,1138942.0,151665561.0,81700393.0,85635678.0,83907694.0,1727984.0,150278216.0,152006200.0,11838542.0,826031.0,0.0,1179862.0,5312525.0,19156960.0,6392552.0,6492387.0,0.0,0.0,1696886.0,1696886.0,4795501.0,4695666.0,60201285,60201285,0,0,13893859,12550129,1178492,165238,13893859,12550129,1178492,165238,-7309663,-2733163,-4576500,3241302.0,3241302.0,15608895,17570027,85635678,90829580,-3398008,-1795894,9141082,-9141082,85635678,99970662,-12539090,-1795894,33599761,21417423,5210734,2963885,16567348,4537713,23575565,8914238,4154145.0,499832.0,83907694,38567665,8025997,3876104,5552257,826436,27059235,1,59452835.0,52114851.0,-7337984.0,165235.0,-7367946.0,651470.0,16062968.0,99970662.0,1727984.0,150278216.0,65481090.0,23533606.0,83907694.0
178891,74416081.0,39729435.0,128148792.0,18243623.0,0.0,100571196.0,9333973.0,2740099.0,6593874.0,109905169.0,2768507.0,69681239.0,15889141.0,0.0,90442840.0,50713405.0,29753760.0,39513383.0,-9759623.0,119664792.0,109905169.0,3287810.0,4792116.0,1255431.0,1666884.0,0.0,11002241.0,1808284.0,1808284.0,0.0,0.0,1808284.0,1808284.0,0.0,0.0,23817320,23817320,7558440,7558440,245725,245725,0,0,245725,245725,0,0,-7301620,-7301620,0,2697436.0,2697436.0,1142254,1142254,29753760,29753760,0,0,0,0,29753760,29753760,0,0,9592195,9173274,1325139,0,1313479,999177,17536590,3631967,2293336.0,0.0,39513383,13804418,0,4652591,3809732,0,17246642,1,88572221.0,74416081.0,-14156140.0,138500.0,-10982835.0,-3311805.0,-7855274.0,28115394.0,-9759623.0,119664792.0,109905169.0,0.0,39513383.0
179043,45308909.0,108331353.0,176706478.0,51611131.0,30627797.0,64846665.0,60248682.0,48986365.0,11262317.0,125095347.0,5877704.0,141930580.0,39144695.0,395444.0,187348423.0,79017070.0,80114589.0,71081141.0,9033448.0,116061899.0,125095347.0,2581404.0,2676551.0,0.0,2156525.0,39916079.0,47330559.0,39916079.0,39916079.0,2674551.0,2674551.0,1338014.0,1338014.0,33322110.0,33322110.0,43286690,43286690,10730994,10730994,14171308,1781262,7158465,5231581,14121344,1731298,7158465,5231581,-4537949,20309418,-24678303,8245938.0,8245938.0,8217608,8193608,80114589,92547910,-17495838,5062517,18727655,-18727655,80114589,111275565,-36223493,5062517,22925929,14823106,8647759,4442280,7553669,3813589,14928138,4382300,10959375.0,2200395.0,71081141,29936512,8801394,6076941,4136193,1536713,20593388,1,47062093.0,45733174.0,-1328919.0,5395066.0,-5138985.0,-1585000.0,22243199.0,90825190.0,9033448.0,116061899.0,-1544280.0,30627797.0,71081141.0
179159,1351238156.0,710884027.0,2653140947.0,756846172.0,493083782.0,1228256294.0,668038481.0,395244337.0,272794144.0,1896294775.0,59340585.0,1068739912.0,161846287.0,17687576.0,1307614360.0,596730333.0,857454896.0,926368845.0,-76688108.0,1972982883.0,1896294775.0,7595914.0,9939136.0,3152070.0,16158017.0,204150311.0,240995448.0,219987322.0,221587955.0,2387856.0,2387856.0,15677542.0,15648949.0,203522557.0,201950517.0,255096740,255096740,52142306,52142306,145135491,36548952,95320012,13266527,127602802,19016263,95320012,13266527,-114283379,-47153843,-68183292,59333080.0,59333080.0,29258712,29258712,857454896,815997893,27136720,14320283,3941185,-3941185,857454896,819939078,23195535,14320283,236040806,150705614,58725657,24175114,30602915,12128478,106685651,40188978,59585278.0,12233244.0,926368845,496462678,102202610,38703359,47957024,22136889,218906285,1,1524491919.0,1343808415.0,-180683504.0,13224693.0,-129976385.0,-62232300.0,-110213915.0,930419162.0,-76688108.0,1972982883.0,1273405270.0,493083782.0,926368845.0
179265,126734968.0,127932846.0,280610372.0,120605783.0,106426825.0,133784865.0,26219724.0,13772707.0,12447017.0,160004589.0,2622399.0,163260107.0,21525423.0,551550.0,187959479.0,60026633.0,34638183.0,52092720.0,-28068681.0,188073270.0,160004589.0,397099.0,964165.0,171145.0,0.0,6627068.0,8159477.0,6627068.0,6627068.0,0.0,0.0,0.0,0.0,6627068.0,6627068.0,24993829,24993829,5682504,5682504,1783519,1698473,85046,0,1187793,1102747,85046,0,-13530082,-11492838,-2037244,4631926.0,4631926.0,11076487,10676487,34638183,36190381,-1552198,0,628739,-628739,34638183,36819120,-2180937,0,16965986,9209040,3629820,1406097,9016395,3907055,6923463,3417142,7207873.0,637834.0,52092720,21146428,3566057,2759245,5169605,5172789,14278596,1,165339232.0,137232750.0,-28106482.0,387331.0,-14670432.0,-9421000.0,-24526908.0,47924627.0,-28068681.0,188073270.0,128544866.0,106426825.0,52092720.0
179317,32733191.0,625316.0,36965155.0,752477.0,0.0,11150198.0,25062480.0,25062480.0,0.0,36212678.0,0.0,0.0,1677664.0,0.0,1677664.0,1052348.0,285803.0,3894355.0,-3608552.0,39821230.0,36212678.0,0.0,0.0,0.0,575415.0,0.0,575415.0,575415.0,575415.0,0.0,0.0,0.0,0.0,575415.0,575415.0,995814,995814,0,0,1292628,1145078,0,147550,1292628,1145078,0,147550,-2707934,-611941,0,0.0,0.0,15034,902120,285803,3121332,0,-2835529,0,0,285803,3121332,0,-2835529,1228681,821650,682188,162946,543615,222362,1429071,716100,0.0,0.0,3894355,1923058,415828,10800,143798,0,1400871,1,36237065.0,32733191.0,-3503874.0,142050.0,-2712602.0,-933322.0,-773023.0,3121332.0,-3608552.0,39821230.0,11150198.0,0.0,3894355.0
179326,36724427.0,35043552.0,91333460.0,24307025.0,10491289.0,37330124.0,29696311.0,22004261.0,7692050.0,67026435.0,10509730.0,65430563.0,19012833.0,201946.0,95155072.0,60111520.0,41031921.0,42369864.0,-1252824.0,68279259.0,67026435.0,3523321.0,7559928.0,0.0,5191265.0,12783505.0,29058019.0,17974770.0,17974770.0,3786652.0,3786652.0,1032295.0,1032295.0,9632502.0,9632502.0,26347508,26347508,7559928,7559928,1899813,680615,396391,822807,1899813,680615,396391,822807,-2595710,-801755,-1665817,5901232.0,5901232.0,753305,753305,41031921,41606678,-1269426,694669,1384383,-1384383,41031921,42991061,-2653809,694669,17417031,10209424,1370041,623403,11419340,3191114,6139622,2357634,6022096.0,1033280.0,42369864,17414855,5079269,3478964,3210054,462165,12724557,1,39650697.0,36764343.0,-2886354.0,921227.0,815562.0,-1418580.0,706316.0,42991061.0,-1252824.0,68279259.0,37330124.0,10491289.0,42369864.0
179548,46986488.0,27474464.0,102364987.0,16456230.0,6431635.0,20402303.0,65506454.0,30245229.0,35261225.0,85908757.0,2457818.0,64426942.0,6229836.0,2256555.0,75382151.0,47907687.0,35357937.0,23152838.0,7045377.0,78863380.0,85908757.0,913310.0,1068050.0,0.0,1278576.0,3901703.0,7161639.0,5180279.0,5180279.0,1068050.0,1068050.0,0.0,0.0,3198919.0,3198919.0,8314832,8314832,3901508,1223945,17356218,3652200,13704018,0,17356218,3652200,13704018,0,1924662,60827,1863835,3389496.0,3389496.0,0,0,35357937,17112521,18245416,0,-80000,80000,35357937,17032521,18325416,0,8154171,4230596,1326139,57919,3479663,1271169,4958908,2324196,5233957.0,369279.0,23152838,8253159,1704889,3959734,2200940,572559,6461557,1,61049122.0,53919550.0,-7129572.0,447454.0,-4151642.0,-3425384.0,3291782.0,26083458.0,7045377.0,78863380.0,36784864.0,6431635.0,23152838.0
179812,148136372.0,167017420.0,395763415.0,68179192.0,35910833.0,272196675.0,55387548.0,14052498.0,41335050.0,327584223.0,25886759.0,141400576.0,34725600.0,39172808.0,241185743.0,74168323.0,88840726.0,80404547.0,8436179.0,319148044.0,327584223.0,0.0,1256054.0,0.0,364225.0,3252958.0,4873237.0,3617183.0,3617183.0,0.0,0.0,364225.0,364225.0,3252958.0,3252958.0,91042107,91042107,1267651,1267651,14672535,1166931,9061855,4443749,14522756,1017152,9061855,4443749,-19547719,-15133424,-4414295,641636.0,641636.0,273480,6310643,88840726,85786580,3054146,0,0,0,88840726,85786580,3054146,0,33318951,17548614,7074993,4580372,5406703,3560720,28646141,9776593,1871980.0,193975.0,80404547,37028181,10257469,4575593,8531450,847013,19164841,1,29972765.0,29544199.0,-428566.0,4862298.0,-4325545.0,-965319.0,5382033.0,85786580.0,8436179.0,319148044.0,272196675.0,35910833.0,80404547.0
179867,15189714000.0,3242141000.0,20436866000.0,4392412000.0,3324601000.0,7847088000.0,8197366000.0,2543043000.0,5654323000.0,16044454000.0,206433000.0,4847183000.0,763035000.0,550840000.0,6367491000.0,3125350000.0,2359189000.0,4077829000.0,-1705651000.0,17750105000.0,16044454000.0,5748066.0,30141338.0,1971872.0,87317680.0,339992759.0,465171715.0,334842805.0,334842805.0,14112284.0,14112284.0,74205951.0,74205951.0,244552698.0,244552698.0,513132000,513132000,725683610,725683610,380544217,192533217,85742000,102269000,307542000,119531000,85742000,102269000,-1658738000,-391013000,-1267725000,149258000.0,149258000.0,2058376679,2058365679,2359189000,3438892000,-1181972000,102269000,104927000,-104927000,2359189000,3543819000,-1286899000,102269000,2497621356,1217851449,399877027,248771181,109699134,44575312,188167935,127521398,135623359.0,10088737.0,4077829000,1980808560,486112761,79575614,218070261,74887176,1238374628,1,13668081000.0,12242758000.0,-1425323000.0,73735000.0,-1649770000.0,-509364000.0,-524511000.0,4439793000.0,-1705651000.0,17750105000.0,9111537000.0,3324601000.0,4077829000.0
179894,138770977.0,183054587.0,369563625.0,153756539.0,84863058.0,160187666.0,55619420.0,36071472.0,19547948.0,215807086.0,24747499.0,302058445.0,82495422.0,2750598.0,414666871.0,231612284.0,110512436.0,153072301.0,-39704118.0,255511204.0,215807086.0,3301411.0,11652714.0,1797593.0,1422222.0,36729695.0,54903635.0,31921452.0,32794834.0,11652714.0,11652714.0,1422222.0,1422222.0,14620894.0,13747512.0,86681299,86681299,12084093,12084093,4519721,2797156,1048743,673822,4519721,2797156,1048743,673822,-6780077,-4405196,-2467128,8102304.0,8102304.0,4311127,4077648,110512436,110931273,-1154485,735648,2127843,-2127843,110512436,113059116,-3282328,735648,55576408,34407748,29655833,10481003,18655702,7525191,39652568,10643684,8656495.0,664251.0,153072301,64103326,18937621,9229048,13474142,3326147,44002017,1,157525839.0,143951186.0,-13574653.0,683565.0,-6565261.0,-7600545.0,-37157438.0,102330170.0,-39704118.0,255511204.0,81002705.0,84863058.0,153072301.0
179946,51412622.0,31792402.0,113884689.0,21826969.0,0.0,35060501.0,56997219.0,45549590.0,11447629.0,92057720.0,1867181.0,74828595.0,9743815.0,734957.0,87334255.0,55541853.0,24953900.0,27806213.0,9539533.0,82518187.0,92057720.0,1289039.0,80970.0,611930.0,332424.0,11053672.0,13368035.0,11420440.0,11420440.0,34344.0,34344.0,332424.0,332424.0,11053672.0,11053672.0,7312095,7312095,3173876,1217678,2674420,1717313,957107,0,2674420,1717313,957107,0,0,0,0,3645590.0,3645590.0,7959135,6043754,24953900,20125214,4828686,0,5408148,-5408148,24953900,25533362,-579462,0,5665581,3334794,2340635,1129284,7869467,3126777,7481353,2806922,4449177.0,7445.0,27806213,10405222,2002111,0,1987153,786304,12625423,1,59356346.0,51591885.0,-7764461.0,4434684.0,-7102174.0,-5154721.0,13629957.0,20125214.0,9539533.0,82518187.0,35060501.0,0.0,27806213.0
179955,64450608.0,52593263.0,136014041.0,29837119.0,15083927.0,24514938.0,81661984.0,60771449.0,20890535.0,106176922.0,2261309.0,107607378.0,14168007.0,4305735.0,128342429.0,75749166.0,30299111.0,37703143.0,-6400248.0,112577170.0,106176922.0,1051218.0,1334542.0,417438.0,1411282.0,6763990.0,10978470.0,8301283.0,8502417.0,1334542.0,1334542.0,1612416.0,1411282.0,4086803.0,4086803.0,9065924,9065924,0,0,16227820,2182782,10874651,3170387,16227820,2182782,10874651,3170387,-7175709,-361726,-7118313,7186725.0,7186725.0,4994351,4994351,30299111,23068056,3756338,3474717,0,0,30299111,23068056,3756338,3474717,10880416,6194846,1923343,629368,8390486,3242964,7456669,2830038,9052229.0,1026144.0,37703143,13923360,3486632,6727014,3490484,502516,9573137,1,71479849.0,64442101.0,-7037748.0,3170487.0,-6769387.0,-3438848.0,-6774018.0,29925341.0,-6400248.0,112577170.0,45465473.0,15083927.0,37703143.0
179964,23002509.0,25030651.0,53943332.0,4282892.0,343109.0,26982503.0,22677937.0,15338497.0,7339440.0,49660440.0,687788.0,46659060.0,17297567.0,47606.0,64724771.0,39694120.0,23679320.0,25335052.0,-1655732.0,51316172.0,49660440.0,1264580.0,1401762.0,284100.0,895345.0,8463262.0,12309049.0,9004089.0,9410767.0,1401762.0,1401762.0,895345.0,895345.0,5564980.0,5158302.0,11584088,11584088,7483944,4648006,1397791,825092,218799,353900,1397791,825092,218799,353900,-3172890,-330787,-2842103,4983683.0,4983683.0,1365399,1401937,23679320,23129324,196096,353900,5566483,-5566483,23679320,28695807,-5370387,353900,7576272,5238789,2176341,1288558,6320984,2362175,4835812,2036432,4425643.0,629464.0,25335052,11555418,1733428,2410447,1518508,24244,8093007,1,26009524.0,23002509.0,-3007015.0,353900.0,-3180877.0,0.0,3360755.0,26995517.0,-1655732.0,51316172.0,9195210.0,343109.0,25335052.0
180054,0.0,21956089.0,45420508.0,10773566.0,0.0,34646942.0,0.0,0.0,0.0,34646942.0,3999557.0,21956089.0,2829194.0,140461.0,28925301.0,6969212.0,20498854.0,13138350.0,7360504.0,30907346.0,34646942.0,642045.0,9426674.0,43429.0,281953.0,0.0,10540541.0,105883.0,105883.0,105883.0,105883.0,0.0,0.0,0.0,0.0,1028765,1028765,12287288,12287288,970502,970502,0,0,0,0,0,0,1556,1556,0,168304.0,168304.0,3046450,3046450,20498854,20498854,0,0,0,0,20498854,20498854,0,0,2459093,1857130,258901,178342,681162,536432,1040107,534373,412525.0,95024.0,13138350,3406558,420000,459529,675581,25000,8151682,1,16150.0,16158.0,8.0,0.0,0.0,0.0,0.0,0.0,7360504.0,30907346.0,0.0,0.0,13138350.0
180106,60252814.0,58324866.0,136506006.0,18453433.0,12733509.0,57805514.0,60247059.0,38664506.0,21582553.0,118052573.0,1142747.0,101336753.0,17266304.0,1032091.0,120777895.0,62453029.0,33597998.0,38966254.0,-4488725.0,122541298.0,118052573.0,1054743.0,1337341.0,0.0,3530877.0,20407543.0,26330504.0,23938420.0,23938420.0,131663.0,131663.0,3530877.0,3530877.0,19221137.0,19221137.0,18063224,18063224,4413227,72743,6126300,1433473,3304880,1387947,6126300,1433473,3304880,1387947,-6329584,-1410771,-4624512,8533433.0,8533433.0,968429,9995196,33597998,38244308,-5769069,1122759,7989321,-7989321,33597998,46233629,-13758390,1122759,11327355,6649186,2885051,1343929,8522254,3085330,8401824,2573580,5425479.0,322953.0,38966254,13974978,4275875,3475295,3751412,574446,12914248,1,71678035.0,65990770.0,-5687265.0,1387746.0,-6026542.0,-1751674.0,157585.0,38244308.0,-4488725.0,122541298.0,18467916.0,12733509.0,38966254.0
180258,16447771.0,32282325.0,51378385.0,2641017.0,0.0,31072924.0,17664444.0,9868887.0,7795557.0,48737368.0,829770.0,42566860.0,7896836.0,0.0,54423802.0,22141477.0,19710377.0,23108193.0,-3495486.0,51897792.0,48737368.0,884111.0,519005.0,0.0,942059.0,5979515.0,8324690.0,6814571.0,6921574.0,519005.0,519005.0,942059.0,942059.0,4576399.0,4469396.0,10557558,10557558,1393736,1393736,1667462,383171,214691,1069600,1667462,383171,214691,1069600,-1713200,-190698,-846817,1918558.0,1918558.0,247727,-214519,19710377,19486342,-183238,407273,809101,-809101,19710377,20295443,-992339,407273,6495245,4273673,493800,207204,6691810,2190468,8157831,2400678,1269507.0,33918.0,23108193,9105941,2343246,1682851,1704086,0,8272069,1,16384829.0,19039727.0,2654898.0,1088864.0,-1705324.0,-739952.0,-2910418.0,19486342.0,-3495486.0,51897792.0,31072924.0,0.0,23108193.0
180595,37873103.0,28919054.0,80874555.0,16486259.0,11623967.0,23862718.0,40525578.0,35297622.0,5227956.0,64388296.0,3920134.0,46674385.0,14655656.0,2111145.0,67361320.0,38442266.0,22224702.0,28909978.0,-6685276.0,71073572.0,64388296.0,1128112.0,230202.0,0.0,1371796.0,13043124.0,15773234.0,12809595.0,13043124.0,230202.0,230202.0,1371796.0,1371796.0,10313014.0,10079485.0,19346437,19346437,3438408,3438408,2090510,746941,662831,680738,2006720,746941,579041,680738,-6509290,1937952,-3101051,3519655.0,3519655.0,338982,192338,22224702,29181731,-2291576,-4665453,2990219,-2990219,22224702,32171950,-5281795,-4665453,10930709,6817403,2049660,1131785,7936914,2853184,4490210,1186805,3502485.0,703650.0,28909978,12692827,3204635,1500005,2209870,469117,8833524,1,39322643.0,37071580.0,-2251063.0,801407.0,-1022270.0,-2030200.0,3261972.0,32171950.0,-6685276.0,71073572.0,5534463.0,11676148.0,28909978.0
